Month,CustID-q,Quantity,CustID-f,Frequency
April 2011,17315,3,15034,543
April 2011,13324,3,14001,538
April 2011,16168,3,13122,537
April 2011,13199,3,15416,522
April 2011,16652,3,15491,518
April 2011,17857,3,13700,514
April 2011,17856,3,15615,502
April 2011,17440,3,13735,502
April 2011,12982,2,12910,502
April 2011,15135,2,15838,500
April 2011,17719,2,14606,497
April 2011,16746,2,16755,491
April 2011,16348,2,15358,491
April 2011,14367,2,17470,489
April 2011,16013,2,12840,487
April 2011,15249,2,16705,477
April 2011,15034,2,16558,475
April 2011,18009,2,14022,475
April 2011,14465,2,16224,473
April 2011,17811,2,15249,468
April 2011,14546,2,16131,468
April 2011,18144,2,12947,466
April 2011,13317,2,16919,465
April 2011,15109,2,14154,465
April 2011,14854,2,14535,462
April 2011,16163,2,16145,458
April 2011,15655,2,12971,458
April 2011,14640,2,13015,455
April 2011,15410,2,13162,453
April 2011,18226,2,13468,453
April 2011,16180,2,17340,450
April 2011,12854,2,13004,448
April 2011,18231,2,17589,446
April 2011,14395,2,16670,444
April 2011,13632,2,16249,441
April 2011,16705,2,15625,441
April 2011,17511,2,15891,441
April 2011,17262,2,14031,440
April 2011,15230,2,18094,440
April 2011,15491,2,16170,434
April 2011,16016,2,15145,432
April 2011,16550,2,13668,431
April 2011,17068,2,13230,428
April 2011,17071,2,16186,428
April 2011,15281,2,16188,427
April 2011,15027,2,13740,425
April 2011,13269,2,13418,424
April 2011,17109,2,16142,422
April 2011,17115,2,14626,418
April 2011,14051,2,13984,408
April 2011,14311,2,17758,407
April 2011,18171,2,15214,402
April 2011,17337,2,16713,401
April 2011,17450,2,16409,400
April 2011,17054,2,15125,400
April 2011,15632,2,17054,397
April 2011,15939,2,15769,396
April 2011,13458,2,14854,395
April 2011,13995,2,13137,392
April 2011,14323,2,13362,391
April 2011,16814,2,16672,390
April 2011,14152,2,17716,386
April 2011,14747,2,17268,384
April 2011,15874,2,16394,381
April 2011,14031,2,15727,381
April 2011,14154,2,15189,379
April 2011,16678,2,14849,377
April 2011,15044,2,13102,376
April 2011,15078,2,15159,371
April 2011,16170,2,15813,369
April 2011,14030,2,14852,368
April 2011,16188,2,15147,366
April 2011,13700,2,17050,365
April 2011,17160,2,15005,365
April 2011,13599,2,12748,364
April 2011,15646,2,17744,364
April 2011,13993,2,17338,362
April 2011,15640,2,16550,358
April 2011,13418,2,16834,358
April 2011,16469,2,18231,357
April 2011,15058,2,14057,356
April 2011,16359,2,15981,356
April 2011,14060,2,17180,355
April 2011,14796,2,13013,355
April 2011,17669,2,13178,355
April 2011,17677,2,14546,352
April 2011,16684,2,17068,352
April 2011,12853,2,13712,352
April 2011,14057,2,15230,351
April 2011,13268,2,17058,351
April 2011,16700,2,13629,350
April 2011,13735,2,15291,350
April 2011,16928,2,16843,344
April 2011,16873,2,16928,343
April 2011,15018,2,16013,340
April 2011,13863,2,15752,340
April 2011,14626,2,16592,340
April 2011,14062,2,15367,338
April 2011,15358,2,13590,338
April 2011,15220,2,14776,336
April 2011,16010,2,12878,335
April 2011,15838,2,16873,335
April 2011,15145,2,14152,333
April 2011,15508,2,15289,333
April 2011,14524,2,15078,332
April 2011,16394,2,15632,331
April 2011,15201,2,18080,330
April 2011,17873,2,17042,329
April 2011,15235,2,18263,328
April 2011,16224,2,13078,328
April 2011,15159,2,18102,328
April 2011,15749,2,14030,327
April 2011,17211,2,16722,326
April 2011,15179,2,17865,324
April 2011,16523,2,15530,324
April 2011,13539,2,16746,323
April 2011,18198,2,17091,323
April 2011,13636,2,18116,323
April 2011,14227,2,13881,322
April 2011,17428,2,14700,321
April 2011,18272,2,13285,320
April 2011,16923,2,16698,320
April 2011,15737,2,15655,319
April 2011,16905,2,14446,318
April 2011,15856,2,13001,317
April 2011,18037,2,13294,317
April 2011,14198,2,14227,317
April 2011,17162,2,13717,317
April 2011,17114,2,14352,316
April 2011,14834,2,13048,316
April 2011,15594,2,14051,314
April 2011,13157,2,18260,314
April 2011,17017,2,16947,312
April 2011,14619,2,17652,312
April 2011,17975,2,13630,311
April 2011,16103,2,14770,310
April 2011,17389,2,16889,310
April 2011,15860,2,12999,310
April 2011,15932,2,14672,307
April 2011,17576,2,16309,304
April 2011,13846,2,17140,302
April 2011,16029,2,16735,302
April 2011,18109,2,14711,301
April 2011,15061,2,15201,301
April 2011,13610,2,16105,300
April 2011,14258,2,16966,300
April 2011,15291,2,16730,295
April 2011,15212,2,13141,294
April 2011,13769,2,15517,293
April 2011,13005,2,18069,293
April 2011,13717,2,17730,292
April 2011,13748,2,15903,292
April 2011,16356,2,14562,291
April 2011,17991,2,17613,291
April 2011,16325,2,17725,291
April 2011,16098,2,16442,291
April 2011,18008,2,18220,288
April 2011,16735,2,14669,287
April 2011,12997,2,15547,287
April 2011,17663,2,14903,284
April 2011,14326,2,15737,284
April 2011,14403,2,14235,280
April 2011,14428,2,15810,280
April 2011,17746,2,12982,278
April 2011,14195,2,13485,277
April 2011,13695,2,14206,276
April 2011,17268,2,13157,275
April 2011,15769,2,17530,270
April 2011,13376,1,15140,270
April 2011,14631,1,16643,269
April 2011,15172,1,14403,268
April 2011,13654,1,13647,267
April 2011,15517,1,17873,267
April 2011,13989,1,14688,266
April 2011,15815,1,17990,266
April 2011,14286,1,15508,265
April 2011,16099,1,15270,265
April 2011,16965,1,13983,261
April 2011,14623,1,16681,260
April 2011,14390,1,15301,258
April 2011,17758,1,16523,258
April 2011,15214,1,12854,257
April 2011,13516,1,17320,256
April 2011,16370,1,16609,255
April 2011,13208,1,18183,251
April 2011,17690,1,15436,251
April 2011,15745,1,15555,249
April 2011,18061,1,14898,248
April 2011,17631,1,17109,248
April 2011,16643,1,17337,248
April 2011,14852,1,16209,245
April 2011,16654,1,14796,241
April 2011,13362,1,16965,240
April 2011,14667,1,15265,240
April 2011,16755,1,15244,240
April 2011,17091,1,13632,239
April 2011,13771,1,16700,237
April 2011,13101,1,14243,237
April 2011,13137,1,12928,236
April 2011,13962,1,17975,235
April 2011,15780,1,16678,234
April 2011,17085,1,15114,234
April 2011,13548,1,13562,233
April 2011,14534,1,18213,232
April 2011,16960,1,14868,231
April 2011,17774,1,15955,229
April 2011,13124,1,17069,229
April 2011,17783,1,15210,228
April 2011,13544,1,15225,226
April 2011,17697,1,13871,226
April 2011,14998,1,14740,224
April 2011,17567,1,13752,224
April 2011,15065,1,16348,220
April 2011,13824,1,16779,220
April 2011,17920,1,14465,219
April 2011,13570,1,17629,219
April 2011,13319,1,16193,219
April 2011,17419,1,14092,219
April 2011,16142,1,14189,219
April 2011,14352,1,13863,219
April 2011,16145,1,16031,219
April 2011,16146,1,13097,218
April 2011,13092,1,13113,218
April 2011,17704,1,14323,218
April 2011,12841,1,16456,218
April 2011,13097,1,17827,218
April 2011,16172,1,14367,217
April 2011,15917,1,14056,217
April 2011,14898,1,13319,216
April 2011,17972,1,14246,216
April 2011,14905,1,14032,216
April 2011,13117,1,17243,216
April 2011,16957,1,15601,215
April 2011,13634,1,13637,214
April 2011,14662,1,13854,212
April 2011,13389,1,16146,211
April 2011,14672,1,14006,211
April 2011,14419,1,16814,210
April 2011,15955,1,18230,210
April 2011,16730,1,17158,210
April 2011,16996,1,16062,209
April 2011,15717,1,13626,209
April 2011,15719,1,13069,208
April 2011,13162,1,13525,208
April 2011,14964,1,14390,207
April 2011,14201,1,17567,207
April 2011,16249,1,15572,207
April 2011,17277,1,16099,206
April 2011,17278,1,14667,205
April 2011,14210,1,15240,204
April 2011,15237,1,13824,202
April 2011,14730,1,17284,202
April 2011,15498,1,13654,201
April 2011,17035,1,17029,200
April 2011,17550,1,17677,199
April 2011,17042,1,13317,198
April 2011,16019,1,14262,196
April 2011,18069,1,13232,196
April 2011,14231,1,15172,194
April 2011,17050,1,14449,194
April 2011,17819,1,13880,193
April 2011,17058,1,14631,192
April 2011,14246,1,15815,192
April 2011,14758,1,13491,192
April 2011,15529,1,13199,192
April 2011,16556,1,13376,191
April 2011,14770,1,16255,191
April 2011,14006,1,17576,191
April 2011,14264,1,15498,190
April 2011,15800,1,13534,190
April 2011,17340,1,14408,190
April 2011,17596,1,14719,188
April 2011,17854,1,12853,188
April 2011,14535,1,14415,187
April 2011,13001,1,17449,185
April 2011,16587,1,17682,185
April 2011,13772,1,15465,185
April 2011,15570,1,15671,184
April 2011,15572,1,18185,183
April 2011,17629,1,13599,182
April 2011,17120,1,14895,181
April 2011,14562,1,17017,181
April 2011,13549,1,16172,180
April 2011,17133,1,13515,180
April 2011,15855,1,15235,180
April 2011,16633,1,16552,180
April 2011,16889,1,12997,180
April 2011,13562,1,17278,179
April 2011,18173,1,17720,178
April 2011,14692,1,14334,178
April 2011,17582,1,16633,177
April 2011,16904,1,14231,176
April 2011,15140,1,17704,175
April 2011,14001,1,14640,174
April 2011,15038,1,15065,173
April 2011,15555,1,15932,172
April 2011,14844,1,17930,172
April 2011,14022,1,13995,171
April 2011,15514,1,16103,170
April 2011,16131,1,16370,169
April 2011,13577,1,15281,169
April 2011,13842,1,17648,169
April 2011,16942,1,15719,168
April 2011,12878,1,16607,168
April 2011,13426,1,16556,167
April 2011,14978,1,14532,166
April 2011,15265,1,13090,166
April 2011,17588,1,13731,166
April 2011,13515,1,17115,165
April 2011,16609,1,16161,165
April 2011,16628,1,13548,164
April 2011,14868,1,15410,164
April 2011,16186,1,16010,164
April 2011,13712,1,15482,164
April 2011,14776,1,13951,163
April 2011,13305,1,16019,162
April 2011,18183,1,16628,162
April 2011,16947,1,14023,162
April 2011,13637,1,13570,161
April 2011,15436,1,17893,161
April 2011,14688,1,15246,161
April 2011,15985,1,14886,160
April 2011,14450,1,18064,160
April 2011,14587,1,13969,159
April 2011,17362,1,17440,159
April 2011,13148,1,15867,158
April 2011,14759,1,17001,158
April 2011,17869,1,13134,157
April 2011,15768,1,15755,157
April 2011,17409,1,18173,156
April 2011,15143,1,17346,155
April 2011,18260,1,14309,155
April 2011,15777,1,17492,155
April 2011,13221,1,13268,154
April 2011,17187,1,16033,153
April 2011,16728,1,16185,153
April 2011,18036,1,14163,153
April 2011,17906,1,15514,152
April 2011,13692,1,16745,152
April 2011,13198,1,17085,151
April 2011,17589,1,14395,151
April 2011,17893,1,14339,151
April 2011,16105,1,15143,150
April 2011,14532,1,17954,150
April 2011,14669,1,17367,150
April 2011,16719,1,17949,150
April 2011,14970,1,13208,148
April 2011,13484,1,18118,148
April 2011,16045,1,14111,148
April 2011,14289,1,13636,147
April 2011,18040,1,16654,145
April 2011,15752,1,14619,145
April 2011,13630,1,15194,145
April 2011,15738,1,13203,145
April 2011,18129,1,17419,144
April 2011,13004,1,17187,144
April 2011,17848,1,14211,144
April 2011,16915,1,15594,144
April 2011,16241,1,13499,144
April 2011,14105,1,13576,144
April 2011,16193,1,14964,143
April 2011,17734,1,16359,143
April 2011,13740,1,13748,143
April 2011,16062,1,14534,141
April 2011,17611,1,14905,141
April 2011,16607,1,17848,141
April 2011,13285,1,17611,141
April 2011,14719,1,16399,141
April 2011,16309,1,16637,140
April 2011,16409,1,13892,140
April 2011,13647,1,15027,139
April 2011,17799,1,16520,139
April 2011,13209,1,16261,139
April 2011,18079,1,16942,138
April 2011,15367,1,16458,138
April 2011,16931,1,14220,138
April 2011,15984,1,14502,137
April 2011,14849,1,16823,136
April 2011,17284,1,17874,135
April 2011,16520,1,14696,135
April 2011,18077,1,13549,134
April 2011,13265,1,15646,134
April 2011,17670,1,16676,134
April 2011,16261,1,13474,132
April 2011,14262,1,17133,131
April 2011,16393,1,13577,131
April 2011,14092,1,15738,130
April 2011,15125,1,15605,130
April 2011,17454,1,13005,130
April 2011,16456,1,15777,129
April 2011,16458,1,15058,129
April 2011,14415,1,16085,129
April 2011,18283,1,14701,129
April 2011,12928,1,13606,129
April 2011,13969,1,16525,128
April 2011,14235,1,14282,128
April 2011,17346,1,15780,127
April 2011,15289,1,15109,127
April 2011,13232,1,13634,126
April 2011,15625,1,15044,126
April 2011,16085,1,18077,126
April 2011,14056,1,13862,126
April 2011,16637,1,15260,126
April 2011,18219,1,14311,125
April 2011,16722,1,13305,125
April 2011,16686,1,16719,125
April 2011,13952,1,15046,125
April 2011,14446,1,18009,124
April 2011,15810,1,12841,124
April 2011,15301,1,15197,124
April 2011,15910,1,17774,123
April 2011,14410,1,17582,123
April 2011,15935,1,15952,123
April 2011,14504,1,16933,122
April 2011,17965,1,18219,122
April 2011,13122,1,17372,122
April 2011,15756,1,15356,122
April 2011,13013,1,13695,122
April 2011,16442,1,18177,121
April 2011,17692,1,17120,120
April 2011,17730,1,17287,120
April 2011,16779,1,15442,120
April 2011,18094,1,15290,120
April 2011,15813,1,14759,119
April 2011,13294,1,16806,119
April 2011,16399,1,15898,118
April 2011,14895,1,16837,118
April 2011,17716,1,17315,118
April 2011,13178,1,15745,117
April 2011,16907,1,14504,117
April 2011,13090,1,16241,116
April 2011,17449,1,13482,116
April 2011,14449,1,17362,115
April 2011,15225,1,13655,115
April 2011,16515,1,16168,115
April 2011,14239,1,16469,114
April 2011,17865,1,15935,114
April 2011,15199,1,17692,114
April 2011,15134,1,17457,114
April 2011,14628,1,13101,113
April 2011,15210,1,13993,113
April 2011,16697,1,16639,112
April 2011,12877,1,17204,111
April 2011,14696,1,16515,111
April 2011,17438,1,13267,111
April 2011,16750,1,14482,111
April 2011,14309,1,17670,110
April 2011,18230,1,17179,110
April 2011,14903,1,17288,110
April 2011,13474,1,17630,110
April 2011,17990,1,15199,109
April 2011,13141,1,18161,109
April 2011,18263,1,17701,109
April 2011,15755,1,17463,109
April 2011,16031,1,16957,108
April 2011,15530,1,15800,108
April 2011,17372,1,13426,108
April 2011,15416,1,13742,108
April 2011,12910,1,13758,108
April 2011,17179,1,13495,108
April 2011,17460,1,14419,107
April 2011,14512,1,16016,107
April 2011,17928,1,16045,107
April 2011,15891,1,14524,107
April 2011,16676,1,14628,106
April 2011,12947,1,15493,106
April 2011,15601,1,15860,106
April 2011,15903,1,13846,106
April 2011,17954,1,15139,106
April 2011,17757,1,14998,105
April 2011,16185,1,18109,105
April 2011,13229,1,13911,105
April 2011,15147,1,14623,104
April 2011,15916,1,13389,103
April 2011,16175,1,17262,103
April 2011,18236,1,17601,103
April 2011,17217,1,16996,102
April 2011,17492,1,14758,102
April 2011,14701,1,14198,102
April 2011,15493,1,16043,102
April 2011,17809,1,14527,101
April 2011,17320,1,13148,101
April 2011,12989,1,15768,101
April 2011,13508,1,13117,100
April 2011,16882,1,14210,100
April 2011,17720,1,17071,100
April 2011,15775,1,15220,100
April 2011,14242,1,16175,100
April 2011,16834,1,16882,100
April 2011,16906,1,18179,100
April 2011,13742,1,14680,100
April 2011,16552,1,13841,100
April 2011,17288,1,17811,99
April 2011,13880,1,15529,99
April 2011,17648,1,13842,99
April 2011,15898,1,14326,99
April 2011,15981,1,15223,98
April 2011,13485,1,14981,97
April 2011,14810,1,18040,96
April 2011,13048,1,13169,96
April 2011,17682,1,13777,96
April 2011,13590,1,16586,95
April 2011,14886,1,17697,93
April 2011,12840,1,16923,93
April 2011,15665,1,17886,93
April 2011,15449,1,16960,92
April 2011,18092,1,18229,92
April 2011,16656,1,13539,91
April 2011,13623,1,13571,91
April 2011,14700,1,16617,91
April 2011,16817,1,17631,90
April 2011,16770,1,13221,90
April 2011,15605,1,16931,90
April 2011,17236,1,17799,89
April 2011,17630,1,13479,89
April 2011,14543,1,17690,88
April 2011,15482,1,15570,88
April 2011,16681,1,14271,88
April 2011,15244,1,15119,88
April 2011,17744,1,14730,87
April 2011,13951,1,16418,87
April 2011,12999,1,16097,87
April 2011,18161,1,17035,86
April 2011,14078,1,13772,86
April 2011,17338,1,18283,86
April 2011,18213,1,14810,86
April 2011,16418,1,17618,86
April 2011,13871,1,17965,85
April 2011,15251,1,14428,85
April 2011,17158,1,14978,84
April 2011,13731,1,14040,84
April 2011,17367,1,15938,84
April 2011,15197,1,18171,83
April 2011,17287,1,18036,83
April 2011,15547,1,17718,83
April 2011,15727,1,14747,82
April 2011,16525,1,15910,82
April 2011,14243,1,17757,82
April 2011,15535,1,15984,81
April 2011,13267,1,17142,81
April 2011,14334,1,17090,81
April 2011,16639,1,13950,81
April 2011,14163,1,16686,80
April 2011,14023,1,17663,80
April 2011,14958,1,14834,79
April 2011,13956,1,14240,79
April 2011,15867,1,14410,78
April 2011,14740,1,16905,78
April 2011,13752,1,16227,78
April 2011,14206,1,16011,78
April 2011,16843,1,13956,77
April 2011,16227,1,17574,77
April 2011,13499,1,13725,76
April 2011,16161,1,13544,75
April 2011,13862,1,15581,75
April 2011,13758,1,18041,75
April 2011,17883,1,13769,73
April 2011,16255,1,14587,72
April 2011,15026,1,15018,72
April 2011,16097,1,13138,72
April 2011,15356,1,16203,72
April 2011,14981,1,15691,72
April 2011,14220,1,16226,72
April 2011,16670,1,16587,71
April 2011,17701,1,14450,71
April 2011,18246,1,15717,70
April 2011,14924,1,14242,70
April 2011,13169,1,16817,70
April 2011,13984,1,14958,70
April 2011,15270,1,18246,70
April 2011,13482,1,17236,69
April 2011,17470,1,14525,69
April 2011,14077,1,14201,68
April 2011,15754,1,17277,68
April 2011,13085,1,12989,68
April 2011,17142,1,15775,68
April 2011,13629,1,14735,68
April 2011,16745,1,14078,68
April 2011,17001,1,15271,68
April 2011,14482,1,18061,66
April 2011,15952,1,15855,66
April 2011,13059,1,17734,66
April 2011,17634,1,16393,66
April 2011,17652,1,16770,66
April 2011,13571,1,17946,66
April 2011,13606,1,18172,66
April 2011,12931,1,15912,66
April 2011,13983,1,14970,65
April 2011,16823,1,17854,64
April 2011,16586,1,16904,64
April 2011,17827,1,15916,64
April 2011,16709,1,14924,64
April 2011,16217,1,13229,63
April 2011,13138,1,17211,63
April 2011,15246,1,17162,63
April 2011,17618,1,17214,63
April 2011,17572,1,17961,62
April 2011,17090,1,13462,62
April 2011,13491,1,14577,60
April 2011,17790,1,17550,59
April 2011,13720,1,14738,58
April 2011,14408,1,17548,58
April 2011,17574,1,17454,57
April 2011,13781,1,13516,56
April 2011,14577,1,17588,56
April 2011,14273,1,16098,56
April 2011,16584,1,12951,55
April 2011,16623,1,18144,54
April 2011,18179,1,14273,54
April 2011,17886,1,17783,53
April 2011,13911,1,14239,53
April 2011,15114,1,17460,53
April 2011,16297,1,18236,52
April 2011,14586,1,14973,51
April 2011,13462,1,16728,50
April 2011,16203,1,15134,50
April 2011,15139,1,15179,50
April 2011,15260,1,18129,48
April 2011,17214,1,17883,48
April 2011,15271,1,15061,48
April 2011,15442,1,13610,48
April 2011,14525,1,13223,48
April 2011,14407,1,13782,48
April 2011,14180,1,17436,48
April 2011,18229,1,16407,48
April 2011,18044,1,14512,46
April 2011,16611,1,17928,46
April 2011,13626,1,13720,46
April 2011,14267,1,15756,45
April 2011,13892,1,16906,45
April 2011,13655,1,13484,44
April 2011,14329,1,16325,44
April 2011,17140,1,16782,44
April 2011,17930,1,15917,42
April 2011,15671,1,16907,42
April 2011,16698,1,16378,42
April 2011,15971,1,13719,42
April 2011,18041,1,15135,41
April 2011,15240,1,17409,41
April 2011,18064,1,14289,40
April 2011,12951,1,17809,40
April 2011,18080,1,17790,39
April 2011,15290,1,16623,39
April 2011,13777,1,13718,38
April 2011,14071,1,17972,37
April 2011,16378,1,14692,37
April 2011,13950,1,14180,37
April 2011,13881,1,15754,36
April 2011,15414,1,15827,36
April 2011,14738,1,15694,36
April 2011,18185,1,14662,35
April 2011,15299,1,13059,35
April 2011,14271,1,12877,34
April 2011,15973,1,16214,34
April 2011,13719,1,17634,33
April 2011,13223,1,15212,33
April 2011,13479,1,17572,32
April 2011,18102,1,14616,32
April 2011,15194,1,16217,31
April 2011,15119,1,13962,30
April 2011,14217,1,13781,30
April 2011,14240,1,17402,30
April 2011,16043,1,15038,29
April 2011,17045,1,16915,29
April 2011,17029,1,16697,27
April 2011,14040,1,14543,27
April 2011,16806,1,18044,27
April 2011,17946,1,13092,26
April 2011,16782,1,17906,26
April 2011,13725,1,16709,26
April 2011,17463,1,17746,26
April 2011,18172,1,17991,25
April 2011,17718,1,17819,24
April 2011,17580,1,17217,24
April 2011,15046,1,13508,24
April 2011,13576,1,14217,24
April 2011,13718,1,15026,23
April 2011,15827,1,15521,22
April 2011,17601,1,14541,22
April 2011,13481,1,14077,20
April 2011,17940,1,13623,19
April 2011,13495,1,14264,18
April 2011,13782,1,16750,18
April 2011,16144,1,17114,18
April 2011,17949,1,16144,16
April 2011,14148,1,14148,16
April 2011,15694,1,17869,15
April 2011,16214,1,15535,15
April 2011,15304,1,17856,14
April 2011,14282,1,15414,12
April 2011,15912,1,16696,12
April 2011,15648,1,13220,12
April 2011,15363,1,13120,12
April 2011,14680,1,18037,7
April 2011,15691,1,15971,6
April 2011,17548,1,17580,6
April 2011,14064,1,15304,4
April 2011,16701,1,16162,4
April 2011,17644,1,17045,1
April 2011,17402,1,17956,1
April 2011,16617,1,16163,0
April 2011,13525,1,15749,0
April 2011,16398,1,16356,0
April 2011,13203,1,15674,-1
April 2011,14616,1,15449,-1
April 2011,15845,1,14407,-1
April 2011,16966,1,16611,-1
April 2011,13027,1,14329,-1
April 2011,14111,1,15973,-1
April 2011,12957,1,15648,-1
April 2011,16162,1,15363,-1
April 2011,13841,1,16875,-1
April 2011,15521,1,15589,-1
April 2011,15938,1,13481,-2
April 2011,16226,1,16652,-2
April 2011,14110,1,16398,-2
April 2011,17436,1,14110,-2
April 2011,16011,1,18178,-2
April 2011,18178,1,18108,-2
April 2011,16245,1,17438,-3
April 2011,14973,1,16245,-3
April 2011,16209,1,15696,-3
April 2011,15045,1,12888,-3
April 2011,17956,1,18270,-3
April 2011,18108,1,15299,-5
April 2011,18220,1,15845,-6
April 2011,15696,1,12957,-6
April 2011,14541,1,15045,-8
April 2011,16696,1,16584,-11
April 2011,16875,1,14267,-12
April 2011,13220,1,16701,-14
April 2011,13120,1,17644,-15
April 2011,12888,1,16297,-24
April 2011,16407,1,14071,-95
April 2011,15589,1,13085,-108
April 2011,17457,1,14586,-160
April 2011,18270,1,14064,-432
August 2011,12748,15,12931,14435
August 2011,17841,13,13694,7635
August 2011,16133,12,17511,5498
August 2011,15311,9,17450,5402
August 2011,13089,9,16029,5097
August 2011,13694,8,15769,4156
August 2011,14606,8,13027,3840
August 2011,18241,7,16422,2880
August 2011,16029,7,15838,2870
August 2011,17949,7,13089,2314
August 2011,13408,7,15786,2264
August 2011,14056,6,16180,2254
August 2011,16013,6,17381,2048
August 2011,17675,6,17841,2044
August 2011,12931,6,17949,2006
August 2011,15615,5,16308,2000
August 2011,15955,5,15311,1990
August 2011,12971,5,15502,1905
August 2011,17706,5,13098,1746
August 2011,17315,5,16133,1703
August 2011,17719,5,17677,1631
August 2011,15189,5,16984,1618
August 2011,16928,5,17857,1604
August 2011,14527,4,16303,1569
August 2011,12949,4,13798,1514
August 2011,17450,4,15856,1491
August 2011,13534,4,16013,1406
August 2011,15078,4,14401,1399
August 2011,15856,4,15150,1336
August 2011,17677,4,17675,1333
August 2011,15769,4,14680,1322
August 2011,12749,4,16182,1300
August 2011,15152,4,12901,1264
August 2011,13709,4,18073,1250
August 2011,15249,4,18079,1232
August 2011,16180,4,13408,1207
August 2011,15764,4,15764,1142
August 2011,13767,4,15159,1140
August 2011,16168,4,16333,1132
August 2011,17865,4,16701,1126
August 2011,15201,4,15089,1085
August 2011,13078,4,14194,1082
August 2011,17389,4,15494,1077
August 2011,17988,4,13527,1060
August 2011,16033,3,17553,1048
August 2011,15290,3,15249,1031
August 2011,16904,3,16187,1024
August 2011,17676,3,17735,1021
August 2011,16755,3,16053,1003
August 2011,17811,3,17428,992
August 2011,16150,3,13869,990
August 2011,14895,3,18109,977
August 2011,13159,3,17940,948
August 2011,15498,3,13850,944
August 2011,17581,3,13709,933
August 2011,15039,3,13340,924
August 2011,13050,3,17282,916
August 2011,15625,3,14004,894
August 2011,13263,3,18092,872
August 2011,13186,3,13851,861
August 2011,17656,3,15640,847
August 2011,14194,3,15727,838
August 2011,13047,3,15615,831
August 2011,17511,3,17315,831
August 2011,15804,3,17581,826
August 2011,14112,3,17865,805
August 2011,13985,3,16656,790
August 2011,15640,3,13881,786
August 2011,14057,3,15189,779
August 2011,16330,3,12749,777
August 2011,16607,3,14057,770
August 2011,16672,3,12949,769
August 2011,16422,3,14088,762
August 2011,13695,3,17686,737
August 2011,13798,3,13805,728
August 2011,17659,3,15078,720
August 2011,18248,3,17306,712
August 2011,16652,3,17139,708
August 2011,14188,3,15358,707
August 2011,18097,3,14849,691
August 2011,14525,3,15046,675
August 2011,14305,3,17554,662
August 2011,14401,3,13644,659
August 2011,16184,3,13451,659
August 2011,16401,3,14414,650
August 2011,17381,3,14525,650
August 2011,15251,3,16652,632
August 2011,15706,2,17585,629
August 2011,16734,2,14257,628
August 2011,15150,2,16904,626
August 2011,14060,2,17416,622
August 2011,16536,2,14135,617
August 2011,12828,2,13159,614
August 2011,13013,2,13985,611
August 2011,13140,2,16902,609
August 2011,16818,2,14301,600
August 2011,13969,2,17353,600
August 2011,16984,2,15125,599
August 2011,17757,2,15984,596
August 2011,13319,2,14505,586
August 2011,17696,2,12971,584
August 2011,16419,2,16607,583
August 2011,12841,2,14796,582
August 2011,16187,2,16186,581
August 2011,17735,2,14299,580
August 2011,14191,2,15061,580
